"ID","Address","DateOfSale","SalePrice","IsAStudio","Beds","Baths","Size","LotSize","BuiltInYear"
15114562,"1937 23rd Ave, San Francisco, CA","12/23/15","1.4","0.0","3.0","3.0","1.9","3.001","1941.0"
15114643,"1962 23rd Ave, San Francisco, CA","12/22/15","0.8","0.0","","1.0","1.5","2.996","1940.0"
15115459,"2076 14th Ave, San Francisco, CA","12/17/15","1.28","0.0","2.0","1.0","1.374","3.484","1941.0"
15116499,"2047 44th Ave, San Francisco, CA","11/30/15","1.0","0.0","2.0","1.0","1.214","2.996","1946.0"
15116598,"2007 46th Ave, San Francisco, CA","12/22/15","0.905","0.0","3.0","2.0","1.3","1.742","1940.0"
15117639,"2195 28th Ave, San Francisco, CA","12/23/15","1.35","0.0","4.0","3.0","2.26","2.375","1939.0"
15117892,"2178 22nd Ave, San Francisco, CA","12/18/15","1.44","0.0","3.0","3.0","1.518","2.996","1928.0"
15118458,"2279 47th Ave, San Francisco, CA","11/20/15","1.03","0.0","4.0","3.0","2.57","2.996","1900.0"
15118633,"2287 43rd Ave, San Francisco, CA","12/23/15","0.968","0.0","3.0","2.0","1.331","2.06","1941.0"
15118743,"2294 42nd Ave, San Francisco, CA","12/15/15","1.06","0.0","3.0","2.0","1.65","2.06","1946.0"
15119410,"2223 27th Ave, San Francisco, CA","12/1/15","1.6","0.0","3.0","2.0","2.378","3.001","1940.0"
15119582,"2283 24th Ave, San Francisco, CA","12/24/15","1.62","0.0","5.0","4.0","2.415","2.374","1931.0"
15120387,"2339 20th Ave, San Francisco, CA","12/9/15","1.1","0.0","3.0","2.0","1.425","3.0","1924.0"
15120436,"2375-2377 21ST Ave, San Francisco, CA","11/16/15","1.41","1.0","","","3.25","3.049","1939.0"
15120641,"2340 29th Ave, San Francisco, CA","11/13/15","1.19","0.0","4.0","2.0","1.805","3.484","1927.0"
15120712,"2343 30th Ave, San Francisco, CA","12/11/15","0.9815","0.0","2.0","1.0","1.34","3.049","1938.0"
15121139,"2339 41st Ave, San Francisco, CA","12/16/15","1.2","0.0","","3.0","2.25","2.996","1967.0"
15121430,"2394-2396 48TH Ave, San Francisco, CA","12/31/15","1.1","0.0","","2.0","2.3","1.438","1949.0"
15121661,"2471 43rd Ave, San Francisco, CA","11/30/15","0.905","0.0","2.0","1.0","1.275","3.0","1940.0"
15122750,"2466 18th Ave, San Francisco, CA","11/25/15","1.02","0.0","2.0","1.0","1.15","2.996","1923.0"
15123111,"2563 16th Ave, San Francisco, CA","12/30/15","1.5","0.0","3.0","2.0","1.625","3.049","1927.0"
15123561,"2555 28th Ave, San Francisco, CA","12/22/15","1.01","0.0","4.0","2.0","1.36","3.049","1910.0"
15123597,"2745 Ulloa St, San Francisco, CA","11/30/15","1.18","0.0","4.0","2.5","1.303","2.195","1974.0"
15123671,"2579 30th Ave, San Francisco, CA","12/1/15","0.65","0.0","","2.0","1.475","3.0","1955.0"
15124103,"2514 40th Ave, San Francisco, CA","11/20/15","1.02","0.0","3.0","2.0","1.49","3.049","1945.0"
15124281,"2559 44th Ave, San Francisco, CA","12/18/15","0.625","0.0","2.0","1.0","1.214","3.0","1945.0"
15124521,"27 Cutler Ave, San Francisco, CA","1/28/16","1.32","0.0","4.0","3.0","1.622","2.495","1949.0"
15124522,"2646-2648 Great Hwy, San Francisco, CA","12/4/15","1.67","0.0","4.0","2.0","2.55","2.674","1948.0"
15124563,"2670 47th Ave, San Francisco, CA","1/15/16","1.07","0.0","4.0","3.0","1.546","3.049","1944.0"
15124603,"2627 45th Ave, San Francisco, CA","1/5/16","1.16","0.0","3.0","2.0","1.4","2.996","1937.0"
15124706,"2647 43rd Ave, San Francisco, CA","12/7/15","1.05","0.0","3.0","2.0","1.232","2.996","1948.0"
15125268,"2623 22nd Ave, San Francisco, CA","11/10/15","1.19","0.0","2.0","1.0","1.0","","1938.0"
15125578,"2651 15th Ave, San Francisco, CA","12/3/15","1.5","0.0","2.0","2.0","2.057","3.188","1948.0"
15125727,"496 Crestlake Dr, San Francisco, CA","12/30/15","1.6","0.0","4.0","4.0","3.085","7.426","1931.0"
15125969,"2771 38th Ave, San Francisco, CA","12/15/15","1.18","0.0","3.0","2.0","1.655","3.001","1948.0"
15125990,"2754 39th Ave, San Francisco, CA","12/9/15","0.985","0.0","3.0","2.0","1.35","3.0","1948.0"
15126467,"130 Vale Ave, San Francisco, CA","12/15/15","1.11","0.0","3.0","1.5","1.272","4.199","1939.0"
15126767,"355 Buena Vista Ave E UNIT 506, San Francisco, CA","11/13/15","0.915","0.0","1.0","1.0","0.815","","1986.0"
15127090,"262 Castro St, San Francisco, CA","11/20/15","1.7","0.0","2.0","2.0","0.848","3.358","1906.0"
15127170,"1554 Masonic Ave, San Francisco, CA","12/11/15","1.86","0.0","3.0","2.0","1.54","3.123","1910.0"
15127261,"38 Levant St, San Francisco, CA","12/11/15","1.59","0.0","2.0","1.5","1.09","3.123","1938.0"
15127373,"4 Ord Ct, San Francisco, CA","12/18/15","1.52","0.0","2.0","2.0","1.17","1.232","1900.0"
15127442,"300 Castro St, San Francisco, CA","1/22/16","2.4","0.0","4.0","3.0","2.451","4.691","1900.0"
15128468,"3092 Market St, San Francisco, CA","12/10/15","1.88","0.0","3.0","3.0","2.115","1.742","2003.0"
15128696,"49 Christopher Dr, San Francisco, CA","12/22/15","1.24","0.0","3.0","2.0","1.402","3.088","1961.0"
15128931,"39 Warren Dr, San Francisco, CA","11/12/15","0.0165","0.0","3.0","3.0","1.265","3.301","1959.0"
15129033,"547 Oak Park Dr, San Francisco, CA","12/30/15","1.67","0.0","2.0","2.0","1.245","3.624","1962.0"
15129224,"152 Eureka St, San Francisco, CA","11/20/15","2.4","0.0","4.0","2.0","2.28","3.049","1932.0"
15129565,"83 Seward St, San Francisco, CA","12/23/15","2.1","0.0","3.0","2.0","2.65","2.613","1929.0"
15129685,"53 Clarendon Ave, San Francisco, CA","1/24/16","3.14","0.0","4.0","3.0","3.016","4.656","1920.0"
15129888,"3358-3360 Market St, San Francisco, CA","11/12/15","1.95","0.0","","3.0","3.025","5.488","1906.0"
15130317,"350 Eureka St, San Francisco, CA","12/22/15","2.4","0.0","4.0","2.0","1.72","3.25","1910.0"
15130377,"4142 21st St, San Francisco, CA","12/16/15","1.05","0.0","3.0","3.0","2.682","2.438","1908.0"
15130492,"4354 21st St, San Francisco, CA","12/16/15","0.6475","0.0","3.0","2.0","1.553","2.478","1925.0"
15130589,"264 Grand View Ave, San Francisco, CA","1/21/16","1.19","0.0","1.0","1.0","0.59","2.613","1907.0"
15130980,"4217 22nd St, San Francisco, CA","12/1/15","1.8","0.0","2.0","2.0","1.913","1.742","1908.0"
15131186,"616 Panorama Dr, San Francisco, CA","12/9/15","1.3","0.0","4.0","2.0","1.931","3.998","1957.0"
15131253,"333 Dellbrook Ave, San Francisco, CA","11/19/15","1.15","0.0","2.0","1.0","1.054","4.412","1957.0"
15131271,"681 Panorama Dr, San Francisco, CA","11/23/15","1.2","0.0","3.0","2.0","1.237","3.049","1957.0"
15131525,"688-690 Douglass St, San Francisco, CA","11/10/15","3.15","0.0","5.0","4.0","3.5","2.495","1908.0"
15131740,"4365 23rd St, San Francisco, CA","12/4/15","2.1","0.0","3.0","2.0","1.567","2.835","1939.0"
15131782,"401 Grand View Ave APT 3, San Francisco, CA","11/18/15","1.03","0.0","2.0","2.0","0.937","","1983.0"
15131869,"1950 8th Ave, San Francisco, CA","12/1/15","2.77","0.0","4.0","4.0","3.673","7.775","1925.0"
15131992,"6 Longview Ct, San Francisco, CA","12/22/15","0.955","0.0","2.0","1.0","0.939","2.613","1958.0"
15132481,"48 Dellbrook Ave, San Francisco, CA","11/16/15","0.85","0.0","2.0","1.0","1.056","4.939","1956.0"
15132690,"256 Glenview Dr, San Francisco, CA","11/17/15","1.19","0.0","3.0","2.0","1.213","3.249","1958.0"
15132921,"2270 9th Ave, San Francisco, CA","12/3/15","2.15","0.0","4.0","3.5","3.548","5.699","1935.0"
15133056,"159 Glenview Dr, San Francisco, CA","12/30/15","0.76","0.0","2.0","1.0","0.833","3.001","1951.0"
15133303,"584 Dewey Blvd, San Francisco, CA","12/24/15","0.184","0.0","3.0","2.25","2.282","3.833","1923.0"
15133321,"365 Magellan Ave, San Francisco, CA","12/1/15","2.35","0.0","5.0","3.5","3.094","3.92","1926.0"
15133509,"120 Oshaughnessy Blvd, San Francisco, CA","11/30/15","0.99","0.0","3.0","1.0","1.3","2.639","1952.0"
15133540,"15 Teresita Blvd APT 14, San Francisco, CA","12/2/15","0.691","0.0","2.0","2.0","0.886","","1990.0"
15133658,"120 Ulloa St, San Francisco, CA","2/12/16","1.7","0.0","2.0","2.5","2.063","3.101","1937.0"
15133668,"815 Laguna Honda Blvd, San Francisco, CA","12/9/15","1.25","0.0","2.0","1.5","1.791","3.345","1935.0"
15133807,"644 Laguna Honda Blvd, San Francisco, CA","11/25/15","1.57","0.0","","2.5","1.945","3.685","1927.0"
15134099,"521 Magellan Ave, San Francisco, CA","11/20/15","1.51","0.0","2.0","1.0","1.216","3.92","1920.0"
15134204,"80 Edgehill Way, San Francisco, CA","11/20/15","2.38","0.0","4.0","4.0","3.495","5.314","1960.0"
15134371,"331 Teresita Blvd, San Francisco, CA","11/25/15","2.23","0.0","2.0","1.0","1.645","3.75","1931.0"
15134464,"634 Rockdale Dr, San Francisco, CA","11/20/15","1.01","0.0","","1.0","1.15","3.31","1930.0"
15134585,"132 Marietta Dr, San Francisco, CA","12/1/15","0.92","0.0","2.0","1.0","0.75","2.613","1943.0"
15134804,"571 Myra Way, San Francisco, CA","11/20/15","1.12","0.0","3.0","1.5","1.46","2.169","1949.0"
15134909,"450 Teresita Blvd, San Francisco, CA","12/4/15","1.09","0.0","2.0","1.0","1.464","3.92","1939.0"
15134945,"27 Gaviota Way, San Francisco, CA","12/18/15","1.75","0.0","3.0","3.0","2.155","2.526","1942.0"
15135197,"280 Dalewood Way, San Francisco, CA","11/30/15","1.27","0.0","3.0","2.5","1.941","3.297","1966.0"
15135298,"251 Kensington Way, San Francisco, CA","1/6/16","1.6","0.0","3.0","1.25","2.0","3.07","1936.0"
15135411,"52 Marne Ave, San Francisco, CA","11/20/15","1.3","0.0","4.0","2.5","1.648","3.484","1926.0"
15135625,"15 Santa Clara Ave, San Francisco, CA","12/16/15","2.0","0.0","5.0","2.0","2.515","2.922","1921.0"
15136211,"656 Teresita Blvd, San Francisco, CA","11/18/15","1.23","0.0","3.0","2.0","1.218","2.191","1940.0"
15136326,"495 Los Palmos Dr, San Francisco, CA","12/10/15","1.1","0.0","3.0","1.0","1.3","2.774","1947.0"
15136476,"646 Los Palmos Dr, San Francisco, CA","12/23/15","1.36","0.0","5.0","3.0","2.956","3.027","1979.0"
15136743,"16 Miraloma Dr, San Francisco, CA","12/15/15","2.7","0.0","6.0","4.0","4.883","10.454","1928.0"
15137033,"71 Los Palmos Dr, San Francisco, CA","12/16/15","1.08","0.0","3.0","1.5","1.278","2.178","1955.0"
15137133,"82 Malta Dr, San Francisco, CA","12/30/15","1.7","0.0","","1.0","1.881","","1976.0"
15137303,"22 Fernwood Dr, San Francisco, CA","11/30/15","1.75","0.0","4.0","2.5","2.09","4.103","1931.0"
15137378,"287 Brentwood Ave, San Francisco, CA","12/11/15","2.72","0.0","4.0","4.5","4.544","6.098","1927.0"
15137489,"1100 Monterey Blvd, San Francisco, CA","12/17/15","2.51","0.0","4.0","3.5","2.562","4.7","1930.0"
15137743,"814 Detroit St, San Francisco, CA","12/2/15","1.31","0.0","3.0","2.0","1.51","2.613","1941.0"
15137757,"147 Stillings Ave, San Francisco, CA","11/18/15","1.3","0.0","3.0","2.0","1.7","2.5","1942.0"
15137860,"430 Mangels Ave, San Francisco, CA","12/29/15","1.1","0.0","2.0","1.0","1.2","2.5","1931.0"
15137936,"618 Mangels Ave, San Francisco, CA","11/18/15","1.42","0.0","3.0","3.0","1.6","3.746","1912.0"
15138245,"154 Yerba Buena Ave, San Francisco, CA","11/10/15","2.05","0.0","2.0","1.5","1.7","3.963","1922.0"
15138251,"1635 Plymouth Ave, San Francisco, CA","11/17/15","1.8","0.0","4.0","3.0","2.754","5.301","1925.0"
15138329,"842 Monterey Blvd, San Francisco, CA","12/7/15","0.935","0.0","4.0","1.5","1.368","5.998","1925.0"
15138442,"587 Mangels Ave, San Francisco, CA","2/2/16","1.01","0.0","3.0","2.0","1.19","1.742","1936.0"
15138591,"231 Mangels Ave, San Francisco, CA","11/10/15","1.4","0.0","3.0","2.0","1.354","2.613","1957.0"
15139010,"2 Northwood Dr, San Francisco, CA","12/23/15","1.8","0.0","3.0","2.0","1.96","5.662","1924.0"
15139435,"322 Flood Ave, San Francisco, CA","12/24/15","0.85","0.0","2.0","1.5","0.827","2.613","1924.0"
15139677,"107 Foerster St, San Francisco, CA","12/8/15","0.3965","0.0","4.0","2.0","1.453","2.25","1922.0"
15139810,"221 Flood Ave, San Francisco, CA","12/18/15","1.41","0.0","9.0","6.0","5.0","2.809","1900.0"
15139841,"179 Flood Ave, San Francisco, CA","12/29/15","1.54","0.0","4.0","4.0","1.9","2.809","1924.0"
15140158,"390 Capistrano Ave, San Francisco, CA","12/22/15","1.25","0.0","4.0","4.0","2.314","3.049","1924.0"
15140244,"1874 San Jose Ave, San Francisco, CA","11/20/15","0.975","0.0","3.0","2.0","1.771","2.178","1937.0"
15140288,"28 Raleigh Ave, San Francisco, CA","11/30/15","0.9","0.0","2.0","1.0","1.0","2.613","1926.0"
15140632,"154 Westwood Dr, San Francisco, CA","12/11/15","1.11","0.0","3.0","2.0","1.2","4.499","1925.0"
15140802,"528 Miramar Ave, San Francisco, CA","12/17/15","0.918","0.0","2.0","1.0","1.328","3.798","1919.0"
15140890,"54 Marston Ave, San Francisco, CA","1/3/16","1.65","0.0","5.0","5.0","2.5","2.813","1927.0"
15141355,"367 Delano Ave, San Francisco, CA","11/24/15","1.15","0.0","3.0","2.0","1.696","2.339","1926.0"
15141477,"135 Darien Way, San Francisco, CA","1/14/16","1.6","0.0","5.0","4.0","2.956","3.484","1927.0"
15141495,"280 San Leandro Way, San Francisco, CA","11/13/15","1.23","0.0","","1.0","1.524","3.998","1923.0"
15141526,"220 San Benito Way, San Francisco, CA","11/23/15","1.59","0.0","4.0","2.5","1.941","3.846","1922.0"
15141568,"306 Santa Ana Ave, San Francisco, CA","12/10/15","1.95","0.0","4.0","3.0","2.663","4.499","1925.0"
15141807,"61 Pinehurst Way, San Francisco, CA","11/10/15","1.45","0.0","5.0","3.0","2.73","3.097","1928.0"
15142024,"59 Manor Dr, San Francisco, CA","1/12/16","1.25","0.0","3.0","1.5","1.575","3.009","1930.0"
15142776,"35-37 Sanchez St, San Francisco, CA","12/17/15","1.3","0.0","2.0","3.0","2.58","3.125","1900.0"
15142782,"30 Belcher St, San Francisco, CA","11/20/15","2.9","0.0","3.0","2.0","1.41","","1900.0"
15142858,"46 Sanchez St, San Francisco, CA","12/23/15","1.7","0.0","3.0","2.0","1.515","","1906.0"
15143034,"66-70 Landers St, San Francisco, CA","12/28/15","1.65","1.0","","","3.775","3.123","1905.0"
15143292,"1839 15th St APT 356, San Francisco, CA","11/13/15","0.853","0.0","1.0","1.0","0.897","","1983.0"
15143562,"348 Church St APT 104, San Francisco, CA","12/24/15","1.32","0.0","2.0","2.0","1.197","","1995.0"
15143661,"2253-2255 15TH St, San Francisco, CA","11/19/15","2.3","0.0","","2.0","2.088","4.312","1905.0"
15143800,"30 Abbey St, San Francisco, CA","12/8/15","1.18","0.0","3.0","2.0","1.115","","1900.0"
15143887,"3065-3069 16TH St, San Francisco, CA","12/31/15","2.1","0.0","","4.0","5.325","2.896","1909.0"
15143913,"550 S Van Ness Ave APT 102, San Francisco, CA","11/30/15","0.397","0.0","1.0","1.0","0.718","","1992.0"
15143976,"648-652 S Van Ness Ave, San Francisco, CA","12/10/15","1.49","0.0","2.0","1.0","4.275","3.062","1911.0"
15144087,"29 Dorland St, San Francisco, CA","12/10/15","4.8","0.0","4.0","3.5","3.455","2.613","1907.0"
15144135,"3657-3661 17TH St, San Francisco, CA","11/30/15","1.38","0.0","","4.0","5.72","2.495","1907.0"
15144348,"4024-4026 18TH St, San Francisco, CA","11/24/15","1.6","0.0","2.0","","2.148","2.5","1900.0"
15144522,"155 Hancock St APT 1, San Francisco, CA","12/11/15","0.957","0.0","1.0","1.0","0.712","","1979.0"
15144527,"155 Hancock St APT 6, San Francisco, CA","12/11/15","0.957","0.0","1.0","1.0","0.712","","1979.0"
15144738,"3452-3456 19TH St, San Francisco, CA","12/14/15","0.0951","0.0","","3.0","3.081","2.125","1907.0"
15145020,"3928 20th St, San Francisco, CA","12/16/15","4.8","0.0","4.0","4.0","3.5","2.848","1913.0"
15145308,"4121-4123 20TH St, San Francisco, CA","11/25/15","2.07","0.0","4.0","2.0","2.1","2.848","1900.0"
15145355,"429 Liberty St, San Francisco, CA","11/17/15","2.65","0.0","2.0","2.0","1.99","3.049","1907.0"
15145720,"956 S Van Ness Ave, San Francisco, CA","11/23/15","2.67","0.0","4.0","4.0","3.5","4.165","1872.0"
15145732,"507 Capp St, San Francisco, CA","11/13/15","4.1","0.0","4.0","2.5","2.262","4.8","1900.0"
15146014,"62-64 Fair Oaks St, San Francisco, CA","12/18/15","1.02","0.0","","2.0","1.816","2.583","1900.0"
15146149,"849 Sanchez St, San Francisco, CA","11/13/15","4.1","0.0","3.0","3.5","2.935","2.212","1938.0"
15146224,"419 Hill St, San Francisco, CA","12/18/15","2.5","0.0","3.0","2.0","2.0","2.848","1908.0"
15146597,"3615 22nd St, San Francisco, CA","11/17/15","1.48","0.0","3.0","2.5","1.519","","1911.0"
15146666,"979 Dolores St, San Francisco, CA","11/12/15","1.88","0.0","3.0","2.0","1.405","","1907.0"
15146704,"62-64 San Jose Ave, San Francisco, CA","11/25/15","1.8","1.0","","","2.72","1.742","1922.0"
15146876,"934 Shotwell St, San Francisco, CA","12/18/15","0.6155","0.0","","1.0","1.59","4.896","1900.0"
15147178,"456 Elizabeth St, San Francisco, CA","11/10/15","2.25","0.0","2.0","2.0","1.41","2.905","1934.0"
15147213,"1059 Noe St, San Francisco, CA","12/23/15","2.5","0.0","3.0","2.5","2.545","2.269","1912.0"
15147285,"533 Elizabeth St, San Francisco, CA","12/18/15","1.88","0.0","4.0","3.0","1.744","2.85","1955.0"
15147343,"643 Natoma St, San Francisco, CA","12/17/15","0.875","0.0","2.0","1.0","0.875","","1910.0"
15147378,"180 7th St # 408, San Francisco, CA","12/31/15","0.55","0.0","1.0","1.0","0.47","","1992.0"
15147481,"469 Clementina St APT 12, San Francisco, CA","12/11/15","0.65","0.0","1.0","1.0","0.6","","1993.0"
15147528,"75 Folsom St APT 801, San Francisco, CA","12/9/15","1.55","0.0","2.0","2.0","1.287","","1991.0"
15147628,"81 Lansing St APT 410, San Francisco, CA","12/29/15","0.778","0.0","1.0","1.0","0.855","","1995.0"
15147936,"271 Clara St # 2, San Francisco, CA","12/31/15","0.8","0.0","1.0","1.0","0.985","1.685","1907.0"
15147987,"130A Langton St # A, San Francisco, CA","12/14/15","0.75","0.0","2.0","1.5","1.0","","1906.0"
15147990,"134 Langton St, San Francisco, CA","11/25/15","0.765","0.0","2.0","1.5","1.0","","1906.0"
15148102,"461 2nd St APT T354, San Francisco, CA","12/9/15","0.62","0.0","1.0","1.0","0.619","","1907.0"
15148103,"461 2nd St APT T355, San Francisco, CA","12/9/15","0.303","0.0","1.0","1.0","0.653","","1907.0"
15148222,"201 Harrison St APT 407, San Francisco, CA","12/29/15","0.525","1.0","","1.0","0.41","","1991.0"
15148444,"38 Bryant St APT 606, San Francisco, CA","12/21/15","0.65","0.0","1.0","1.0","0.582","","1994.0"
15148570,"403 Main St APT 313N, San Francisco, CA","11/23/15","0.81","0.0","1.0","1.0","0.811","","1997.0"
15148755,"39 Boardman Pl APT 101, San Francisco, CA","11/20/15","0.905","0.0","1.0","1.5","1.255","","1996.0"
15148821,"354-358 Utah St, San Francisco, CA","12/10/15","1.04","0.0","5.0","3.0","4.35","2.5","1908.0"
15148902,"456 Kansas St, San Francisco, CA","12/22/15","1.75","0.0","6.0","2.0","2.546","2.5","1900.0"
15149005,"251-253 Missouri St, San Francisco, CA","12/23/15","1e-06","0.0","7.0","6.0","2.904","2.482","1900.0"
15149093,"548 Rhode Island St, San Francisco, CA","12/10/15","1.77","0.0","2.0","1.0","1.025","2.495","1938.0"
15149454,"362-364 Connecticut St, San Francisco, CA","11/25/15","1.8","0.0","4.0","3.5","1.725","2.495","1907.0"
15149547,"361 Texas St, San Francisco, CA","2/10/16","2.3","0.0","3.0","2.0","2.08","2.495","1906.0"
15149594,"730-732 Tennessee St, San Francisco, CA","12/22/15","2.9","0.0","","2.0","2.27","2.495","1900.0"
15149654,"1324 20th St, San Francisco, CA","12/11/15","1.32","0.0","2.0","1.0","1.0","1.646","1925.0"
15149977,"734 Vermont St, San Francisco, CA","12/16/15","0.2325","0.0","","2.0","2.36","2.495","1907.0"
15150032,"725 Hampshire St, San Francisco, CA","12/4/15","1.57","0.0","2.0","1.0","1.74","2.5","1900.0"
15150214,"2724 21st St, San Francisco, CA","12/3/15","0.55","0.0","2.0","1.0","1.25","1.698","1900.0"
15150325,"900-904 Kansas St, San Francisco, CA","12/11/15","1.58","0.0","","3.0","2.795","2.7","1913.0"
15150465,"825 Rhode Island St, San Francisco, CA","11/25/15","1.75","0.0","4.0","3.5","2.882","2.495","1910.0"
15150570,"817 Carolina St, San Francisco, CA","12/4/15","1.27","0.0","3.0","1.0","1.644","2.495","1907.0"
15150777,"540 Texas St, San Francisco, CA","12/17/15","2.16","0.0","2.0","4.0","1.7","2.7","1926.0"
15150841,"632 Mississippi St, San Francisco, CA","1/4/16","1.42","0.0","2.0","1.0","1.1","2.495","1922.0"
15151012,"961 San Bruno Ave, San Francisco, CA","12/31/15","0.98","0.0","2.0","2.0","1.297","1.92","1927.0"
15151054,"948 Hampshire St, San Francisco, CA","12/4/15","3.8","1.0","","1.0","1.215","2.495","1900.0"
15151294,"2874 23rd St, San Francisco, CA","11/17/15","0.5625","0.0","","1.0","1.167","2.596","1900.0"
15151407,"1052 Rhode Island St, San Francisco, CA","11/18/15","0.85","0.0","","1.0","1.08","2.495","1927.0"
15151414,"1088 Rhode Island St, San Francisco, CA","12/17/15","1.8","0.0","3.0","3.0","1.55","2.5","1912.0"
15151520,"1015 Rhode Island St, San Francisco, CA","11/30/15","2.0","0.0","4.0","4.0","2.381","2.613","1938.0"
15151740,"1129 Tennessee St, San Francisco, CA","11/24/15","0.64","0.0","2.0","2.0","3.479","2.5","1989.0"
15151938,"1248 Utah St, San Francisco, CA","12/15/15","2.5","0.0","4.0","4.0","2.77","2.247","1915.0"
15152040,"2250 24th St APT 223, San Francisco, CA","11/17/15","0.64","0.0","2.0","1.0","0.839","","1989.0"
15152257,"2107-2109 24TH St, San Francisco, CA","12/21/15","1.21","0.0","","2.0","1.5","2.5","1908.0"
15152280,"2127 24th St, San Francisco, CA","12/1/15","0.875","0.0","","1.0","1.345","","1900.0"
15152307,"1315-1317 Kansas St, San Francisco, CA","12/15/15","1.14","0.0","","2.0","2.52","1.875","1924.0"
15152389,"1251-1253 Hampshire St, San Francisco, CA","12/11/15","0.68","0.0","","2.0","3.02","2.5","1925.0"
15153012,"118 Jerrold Ave, San Francisco, CA","11/24/15","0.8","0.0","3.0","2.0","1.325","","1989.0"
15153517,"19 Rebecca Ln, San Francisco, CA","11/23/15","0.61","0.0","2.0","2.0","1.21","0.871","1992.0"
15153559,"1314 Palou Ave, San Francisco, CA","11/17/15","0.78","0.0","4.0","3.0","1.275","2.613","1941.0"
15153617,"1087 Palou Ave, San Francisco, CA","2/11/16","0.43","0.0","3.0","2.0","1.452","1.873","1900.0"
15153741,"1371 Palou Ave, San Francisco, CA","11/16/15","0.003","0.0","2.0","1.0","1.0","2.495","1900.0"
15153753,"1311 Palou Ave, San Francisco, CA","1/11/16","0.875","1.0","","","2.645","4.996","1923.0"
15153811,"1386 Revere Ave, San Francisco, CA","11/23/15","0.65","0.0","","1.0","1.255","2.495","1954.0"
15153857,"1243 Quesada Ave, San Francisco, CA","1/4/16","0.61","0.0","2.0","1.0","1.25","2.613","1927.0"
15153995,"1480 Shafter Ave, San Francisco, CA","12/15/15","0.5","0.0","2.0","1.0","0.952","2.613","1926.0"
15154015,"1401 Shafter Ave, San Francisco, CA","12/17/15","0.755","0.0","2.0","2.0","1.412","2.613","1929.0"
15154183,"1459-1461 Thomas Ave, San Francisco, CA","12/23/15","0.655","0.0","6.0","3.0","1.95","2.5","1900.0"
15154370,"1201 Egbert Ave, San Francisco, CA","12/11/15","0.41","0.0","","1.0","1.157","2.0","1925.0"
15154657,"884 Ingerson Ave, San Francisco, CA","2/4/16","0.85","0.0","5.0","3.0","1.789","2.613","1964.0"
15154660,"991 Hollister Ave, San Francisco, CA","11/25/15","0.525","0.0","3.0","1.0","1.062","2.5","1917.0"
15154832,"1027 Ingerson Ave, San Francisco, CA","11/13/15","0.375","0.0","3.0","2.0","1.43","2.5","1929.0"
15154997,"76 Jennings Ct, San Francisco, CA","11/18/15","0.575","0.0","3.0","2.0","1.212","","1995.0"
15155000,"1 Jennings Ct, San Francisco, CA","1/14/16","0.74","0.0","3.0","2.0","1.31","","1995.0"
15155751,"1546 Innes Ave, San Francisco, CA","11/10/15","0.665","0.0","2.0","2.0","1.629","2.5","1938.0"
15156203,"1448 Oakdale Ave, San Francisco, CA","12/4/15","0.86","0.0","3.0","2.0","2.066","2.5","1910.0"
15156278,"1783 Newcomb Ave, San Francisco, CA","12/17/15","0.68","0.0","2.0","1.0","1.385","2.5","1925.0"
15156378,"1740-1742 Palou Ave, San Francisco, CA","12/30/15","0.18","0.0","","2.0","3.073","2.495","1950.0"
15156497,"1455 Oakdale Ave, San Francisco, CA","1/12/16","0.935","0.0","5.0","3.0","1.594","2.495","1964.0"
15156520,"1497 Palou Ave, San Francisco, CA","11/20/15","0.905","0.0","4.0","3.0","1.75","2.5","1977.0"
15156770,"2179 Quesada Ave, San Francisco, CA","12/17/15","0.22","0.0","","1.0","","2.495","1900.0"
15156830,"250 Bayview Cir, San Francisco, CA","12/8/15","0.765","0.0","2.0","2.0","1.301","1.845","1986.0"
15157040,"1939 Quesada Ave, San Francisco, CA","11/13/15","0.705","0.0","2.0","1.5","0.875","2.831","1947.0"
15157054,"19 Bridgeview Dr, San Francisco, CA","12/31/15","0.64","0.0","3.0","2.0","1.092","2.062","1944.0"
15157208,"1574 Shafter Ave, San Francisco, CA","12/18/15","0.4","0.0","","1.0","1.422","2.495","1921.0"
15157264,"1731-1733 Revere Ave, San Francisco, CA","12/11/15","0.553","0.0","","1.0","0.8","1.5","1908.0"
15157891,"61 Waterville St, San Francisco, CA","12/22/15","0.768","0.0","","7.0","1.734","2.495","1912.0"
15157943,"15 Scotia Ave, San Francisco, CA","11/16/15","0.868","0.0","3.0","2.0","1.482","2.417","1936.0"
15158058,"2015 Thomas Ave, San Francisco, CA","12/4/15","0.75","0.0","3.0","1.0","1.512","2.796","1941.0"
15158124,"2058 Thomas Ave, San Francisco, CA","12/4/15","0.6","0.0","2.0","1.0","1.222","1.972","1941.0"
15158253,"1554 Van Dyke Ave, San Francisco, CA","12/21/15","0.7","0.0","","1.0","1.375","2.495","1939.0"
15158905,"28 Williams Ave, San Francisco, CA","1/3/16","0.66","0.0","2.0","2.0","1.25","1.25","1930.0"
15159016,"2076 Carroll Ave, San Francisco, CA","12/17/15","0.197","0.0","","1.0","0.735","2.495","1908.0"
15159044,"2091 Bancroft Ave, San Francisco, CA","11/19/15","0.86","0.0","4.0","3.0","2.35","2.613","1992.0"
